id,key,udi,name,contentTypeAlias,published,hasPublishedVersion,createDate,updateDate,parentId,sortOrder,urls,isPlay,media,uID
123927,0586eca7-e5a9-4fcd-9df4-423fcc529447,umb://document/0586eca7e5a94fcd9df4423fcc529447,b64fa1d00db14a2abba1cee65045b67f,statsEntry,true,true,2026-05-29 09:38:09,2026-05-29 09:38:09,93856,137,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
123926,760e80b9-bef2-495f-9775-1660628e07d0,umb://document/760e80b9bef2495f97751660628e07d0,6659146455054d0c84865b72c5495317,statsEntry,true,true,2026-05-29 09:37:59,2026-05-29 09:37:59,93856,136,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
123402,aea0d7ca-579d-4070-9650-d45412f7b443,umb://document/aea0d7ca579d40709650d45412f7b443,334a949942324e9daf8c5c1864f9de6f,statsEntry,true,true,2026-05-20 09:06:33,2026-05-20 09:06:33,93856,135,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
120096,e60ed697-0ac9-4c51-bc88-cf9d76af0266,umb://document/e60ed6970ac94c51bc88cf9d76af0266,41248fda53174ddb9a827e692d339d01,statsEntry,true,true,2026-03-19 11:38:58,2026-03-19 11:38:58,93856,134,,0,umb://document/37cd340a24c74949b964d7ed00520de1,
114920,bee770ae-52ee-48d2-9689-c2d3f3b819c0,umb://document/bee770ae52ee48d29689c2d3f3b819c0,32c2c0604bd144ae8e556fda9a112ade,statsEntry,true,true,2025-11-01 07:39:55,2025-11-01 07:39:55,93856,133,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
113941,7884cd03-54d2-4cd6-b627-04f738b33365,umb://document/7884cd0354d24cd6b62704f738b33365,239b2775872347519baaee110f1ea9a2,statsEntry,true,true,2025-10-12 12:19:51,2025-10-12 12:19:51,93856,132,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
112233,7bf26131-0a72-41b0-826d-d7ea84591d9a,umb://document/7bf261310a7241b0826dd7ea84591d9a,a9d55a2c980c4a7ebf2b4fbe3c3b571b,statsEntry,true,true,2025-09-04 15:54:40,2025-09-04 15:54:40,93856,131,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
109498,f4d9fe34-5103-480f-9e78-584630cd208b,umb://document/f4d9fe345103480f9e78584630cd208b,4fd9a56bb4a64ad6a5e28d07e9f654a4,statsEntry,true,true,2025-05-13 09:44:47,2025-05-13 09:44:47,93856,130,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
108832,73b99a07-c2a2-4db4-beb9-a24c3d99a05f,umb://document/73b99a07c2a24db4beb9a24c3d99a05f,a1b996dfb45641cf9a423f4a2361373a,statsEntry,true,true,2025-04-25 13:13:03,2025-04-25 13:13:03,93856,129,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
107240,6c28f69f-29d6-4019-b8bd-3e7b98a5a8cb,umb://document/6c28f69f29d64019b8bd3e7b98a5a8cb,b8bd17317dad476ea892d3ca916811dd,statsEntry,true,true,2025-03-13 22:08:34,2025-03-13 22:08:34,93856,128,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
107086,93b5169b-a8a1-400b-988b-0ce36549c30c,umb://document/93b5169ba8a1400b988b0ce36549c30c,2d88d78e77834c8d85fc3d2bff447aa3,statsEntry,true,true,2025-03-11 16:09:35,2025-03-11 16:09:35,93856,127,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
107085,f51f006c-a545-43be-93aa-a654452f9347,umb://document/f51f006ca54543be93aaa654452f9347,22c31d7641854c5380750ec3e235f2ae,statsEntry,true,true,2025-03-11 16:09:17,2025-03-11 16:09:17,93856,126,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
106378,93e539b9-f975-4c8c-84ca-c270a65675fe,umb://document/93e539b9f9754c8c84cac270a65675fe,6b0ff625f981474394229d18bc4b643d,statsEntry,true,true,2025-02-26 07:31:54,2025-02-26 07:31:54,93856,125,,0,umb://document/5827c803ab0b4b71a5c7eb03cfba9b08,
106327,4e423b17-f67e-477c-b357-cee4fbe2cd4e,umb://document/4e423b17f67e477cb357cee4fbe2cd4e,0fc9db317ad84e2882b4e8d8f45c06bd,statsEntry,true,true,2025-02-25 09:18:01,2025-02-25 09:18:01,93856,124,,0,umb://document/d998a1e0a269468d96b26e4f4416df1e,
