id,key,udi,name,contentTypeAlias,published,hasPublishedVersion,createDate,updateDate,parentId,sortOrder,urls,isPlay,media,uID
123954,1181026f-1405-43f8-b488-4177b50916a8,umb://document/1181026f140543f8b4884177b50916a8,7d8c779a129a4129bba4046d2cb30a2d,statsEntry,true,true,2026-05-30 09:23:03,2026-05-30 09:23:03,2827,547,/kiibee-hjaelpe-videoer/stats/7d8c779a129a4129bba4046d2cb30a2d/,1,umb://document/f2a96090e19d4aa69ae996821a49f987,
123953,54487809-efb2-4431-bcbe-74c61206aea8,umb://document/54487809efb24431bcbe74c61206aea8,d743f5ff10e14cc690b795e0bdd09256,statsEntry,true,true,2026-05-30 09:22:58,2026-05-30 09:22:58,2827,546,/kiibee-hjaelpe-videoer/stats/d743f5ff10e14cc690b795e0bdd09256/,1,umb://document/f2a96090e19d4aa69ae996821a49f987,
123473,38dbc6f0-789b-419f-a421-ce5c795d8803,umb://document/38dbc6f0789b419fa421ce5c795d8803,363e3a8196ad48d884d90fa2846a13c1,statsEntry,true,true,2026-05-25 10:57:39,2026-05-25 10:57:39,2827,545,/kiibee-hjaelpe-videoer/stats/363e3a8196ad48d884d90fa2846a13c1/,1,umb://document/b094d239ec2643669ede5e8b07edfedb,
123178,c6063bd4-477a-43cc-9e41-4215e1fcab0a,umb://document/c6063bd4477a43cc9e414215e1fcab0a,f19ddd470c7a4eb6bbcf9d83f4569300,statsEntry,true,true,2026-05-13 13:40:23,2026-05-13 13:40:23,2827,544,/kiibee-hjaelpe-videoer/stats/f19ddd470c7a4eb6bbcf9d83f4569300/,1,umb://document/f2a96090e19d4aa69ae996821a49f987,
122779,3d0ee512-12aa-478a-83ef-ac2f9545ef9e,umb://document/3d0ee51212aa478a83efac2f9545ef9e,38b2efad7e1649d1b3c3979c34d66f37,statsEntry,true,true,2026-04-29 23:38:01,2026-04-29 23:38:01,2827,543,/kiibee-hjaelpe-videoer/stats/38b2efad7e1649d1b3c3979c34d66f37/,1,umb://document/b094d239ec2643669ede5e8b07edfedb,
122778,032e72e6-78e0-4c53-909c-09802a66ddd2,umb://document/032e72e678e04c53909c09802a66ddd2,5c70dd1d350047c097f608e494bf5628,statsEntry,true,true,2026-04-29 23:35:28,2026-04-29 23:35:28,2827,542,/kiibee-hjaelpe-videoer/stats/5c70dd1d350047c097f608e494bf5628/,1,umb://document/41e1caa1ef044c5c8ba01c7557b8b9c1,
121358,8d6866d3-eb87-4d05-9c2a-cc026cf6cbb4,umb://document/8d6866d3eb874d059c2acc026cf6cbb4,eb2fb740842a48faa586b2da128e9a22,statsEntry,true,true,2026-04-18 21:39:39,2026-04-18 21:39:39,2827,541,/kiibee-hjaelpe-videoer/stats/eb2fb740842a48faa586b2da128e9a22/,1,umb://document/bc2f768f51124269b99e8fab2b9cceea,
119694,10440074-d139-4154-9b2f-71d78d76e203,umb://document/10440074d13941549b2f71d78d76e203,51dc8fa05f86421a9ec92cadfa55712e,statsEntry,true,true,2026-03-02 17:51:48,2026-03-02 17:51:48,2827,540,/kiibee-hjaelpe-videoer/stats/51dc8fa05f86421a9ec92cadfa55712e/,1,umb://document/f2a96090e19d4aa69ae996821a49f987,
119693,cc6a208e-443f-4e11-b6e3-40a3ba0529b7,umb://document/cc6a208e443f4e11b6e340a3ba0529b7,75657d21ffd2459aa1a73e8ed05921e6,statsEntry,true,true,2026-03-02 17:45:23,2026-03-02 17:45:23,2827,539,/kiibee-hjaelpe-videoer/stats/75657d21ffd2459aa1a73e8ed05921e6/,1,umb://document/eb711adf88574e8ba1429b11c7baa23d,
119139,d7635901-668a-4dd1-96ce-33fd441eda3b,umb://document/d7635901668a4dd196ce33fd441eda3b,eb0f5efe178e46dd8b769620f3905658,statsEntry,true,true,2026-02-23 15:16:30,2026-02-23 15:16:30,2827,538,/kiibee-hjaelpe-videoer/stats/eb0f5efe178e46dd8b769620f3905658/,1,umb://document/b094d239ec2643669ede5e8b07edfedb,
