id,key,udi,name,contentTypeAlias,published,hasPublishedVersion,createDate,updateDate,parentId,sortOrder,urls,isPlay,media,uID
124036,9fc080c6-2c7d-4822-935c-16084ee2ead2,umb://document/9fc080c62c7d4822935c16084ee2ead2,95cd3d4b8746417cb34050548b22e495,statsEntry,true,true,2026-05-31 15:43:57,2026-05-31 15:43:57,101588,2057,,1,umb://document/aa6c145b775141039bbd88ee98db016d,
123925,74789f21-2c5b-4737-a3cb-efc905c27a9f,umb://document/74789f212c5b4737a3cbefc905c27a9f,cb32f21abd9543f881068f7e03ddb21a,statsEntry,true,true,2026-05-29 08:33:07,2026-05-29 08:33:07,101588,2056,,1,umb://document/aa6c145b775141039bbd88ee98db016d,
123711,3bee71f4-949d-49a3-adc3-553b5f38f087,umb://document/3bee71f4949d49a3adc3553b5f38f087,6ae73963c83e4d1fad80e11ba838f3df,statsEntry,true,true,2026-05-27 09:25:53,2026-05-27 09:25:53,101588,2055,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
123464,10385d56-67a2-40f7-92e6-fe9153f49819,umb://document/10385d5667a240f792e6fe9153f49819,88e4939278a242b6b4a7ff3ea807288c,statsEntry,true,true,2026-05-25 09:09:47,2026-05-25 09:09:47,101588,2054,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
123401,27b3264d-524d-43c4-83be-420aa937eab5,umb://document/27b3264d524d43c483be420aa937eab5,c3501e07e3274eb4bfdcd2642ab5105b,statsEntry,true,true,2026-05-20 08:34:22,2026-05-20 08:34:22,101588,2053,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
123378,3998f737-8645-4e38-896a-421d82db7e60,umb://document/3998f73786454e38896a421d82db7e60,a47021519c234e609831779b0a759d6e,statsEntry,true,true,2026-05-18 06:50:35,2026-05-18 06:50:35,101588,2052,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
123356,3f4c1335-5ad2-49a8-b2c1-f2d290993f9a,umb://document/3f4c13355ad249a8b2c1f2d290993f9a,e1200333a1ae4228889cdb627e947287,statsEntry,true,true,2026-05-17 12:07:29,2026-05-17 12:07:29,101588,2051,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
123072,3482d708-0a18-459f-8d6c-859f8770b14c,umb://document/3482d7080a18459f8d6c859f8770b14c,1af3c6fc42e548239494e733fe059712,statsEntry,true,true,2026-05-09 09:42:40,2026-05-09 09:42:40,101588,2050,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
123071,e3e99e99-e99c-4eb1-b428-46e01e0d2e45,umb://document/e3e99e99e99c4eb1b42846e01e0d2e45,8d960fee6afc4b00b96d8fb105c039ff,statsEntry,true,true,2026-05-09 09:27:42,2026-05-09 09:27:42,101588,2049,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
122762,6305f6f1-c25f-44db-b013-0fff0b33e4c9,umb://document/6305f6f1c25f44dbb0130fff0b33e4c9,b7b9f3799e664cebb226fbb561c9b500,statsEntry,true,true,2026-04-29 12:45:38,2026-04-29 12:45:38,101588,2048,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
122761,7404ba77-4809-4210-95df-3dfe1991a512,umb://document/7404ba774809421095df3dfe1991a512,81ba76eee88042fbb60482c9505c8d61,statsEntry,true,true,2026-04-29 12:18:25,2026-04-29 12:18:25,101588,2047,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
121487,e7a370e9-6cf1-4c7b-9f08-0eaeb7be6b11,umb://document/e7a370e96cf14c7b9f080eaeb7be6b11,6658ea8432954f80931e30103aa6e18a,statsEntry,true,true,2026-04-22 13:18:19,2026-04-22 13:18:19,101588,2046,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
121000,6e298abd-f378-41b5-ad11-52aa5b26fcee,umb://document/6e298abdf37841b5ad1152aa5b26fcee,aeef3be990d4424384b784434327ac26,statsEntry,true,true,2026-04-11 08:53:43,2026-04-11 08:53:43,101588,2045,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
120999,a79dd48c-2a9f-4f47-9cac-1f16932a27b2,umb://document/a79dd48c2a9f4f479cac1f16932a27b2,b3c4280bf13c48ba9c465a27f08399eb,statsEntry,true,true,2026-04-11 08:29:48,2026-04-11 08:29:48,101588,2044,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
120894,851f23d3-c381-400a-89e8-2e587c092622,umb://document/851f23d3c381400a89e82e587c092622,e2f09a5e48ea4e95ae40545b167430d1,statsEntry,true,true,2026-04-08 16:25:58,2026-04-08 16:25:58,101588,2043,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
120466,77b03ce7-39d6-403a-a675-846ef89e189a,umb://document/77b03ce739d6403aa675846ef89e189a,3b1b949c63d24144a636a90a51a734d0,statsEntry,true,true,2026-03-31 13:01:25,2026-03-31 13:01:25,101588,2042,,1,umb://document/aa6c145b775141039bbd88ee98db016d,
120396,1110df19-67e8-4fd1-a6f7-7394488f97c1,umb://document/1110df1967e84fd1a6f77394488f97c1,00c3cf324906417686afc9099b377270,statsEntry,true,true,2026-03-30 08:27:15,2026-03-30 08:27:15,101588,2041,,1,umb://document/b0cf0c5ce9264ca6a9a9417f51d709ab,
120395,3438b31d-997a-4722-b49a-ab12f52fee0c,umb://document/3438b31d997a4722b49aab12f52fee0c,02e27e5258b743de86fea0d894f56c4c,statsEntry,true,true,2026-03-30 08:24:04,2026-03-30 08:24:04,101588,2040,,1,umb://document/a062f8da5c29401998c45dc0a6234dc2,
120326,11dec1e7-a371-497b-9256-7ed66e65bb5e,umb://document/11dec1e7a371497b92567ed66e65bb5e,d73638b3c43f46708045f484ce974b60,statsEntry,true,true,2026-03-27 06:17:46,2026-03-27 06:17:46,101588,2039,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
120244,c5bb5c43-7498-4232-bb44-4899482e21eb,umb://document/c5bb5c4374984232bb444899482e21eb,01d02fe2982d461797a78aa2bd72710a,statsEntry,true,true,2026-03-25 16:07:33,2026-03-25 16:07:33,101588,2038,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
120243,9494eac2-1b17-4a67-a358-65725a69f0c4,umb://document/9494eac21b174a67a35865725a69f0c4,e962b943d3b4429fa89b890411a01d94,statsEntry,true,true,2026-03-25 15:59:01,2026-03-25 15:59:01,101588,2037,,1,umb://document/aa6c145b775141039bbd88ee98db016d,
120241,009bdf55-0272-426b-8689-a30c15b88df4,umb://document/009bdf550272426b8689a30c15b88df4,4bbcdcff529947db87c8524f0571e9f6,statsEntry,true,true,2026-03-25 12:59:47,2026-03-25 12:59:47,101588,2036,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
120240,49d5d03b-980b-4985-a2ed-81e128154d8f,umb://document/49d5d03b980b4985a2ed81e128154d8f,16ab834b7b144d57abe6db09f9acd65a,statsEntry,true,true,2026-03-25 12:59:38,2026-03-25 12:59:38,101588,2035,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
120131,95330be9-fd42-445c-a395-ff6242c1f1fd,umb://document/95330be9fd42445ca395ff6242c1f1fd,24263cef71fc49578c09e42b63f42079,statsEntry,true,true,2026-03-21 07:44:43,2026-03-21 07:44:43,101588,2034,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
119963,2450e325-00da-4785-a4f1-600f30a29714,umb://document/2450e32500da4785a4f1600f30a29714,2d3dc1aa16f346ce8edfe5339afc0103,statsEntry,true,true,2026-03-14 07:02:48,2026-03-14 07:02:48,101588,2033,,1,umb://document/c63176fb48c147cca4330a9d417f133d,
119920,1e202d9e-ed81-44f3-b617-bb127abb2182,umb://document/1e202d9eed8144f3b617bb127abb2182,8fc020c21d694716a08e1724830820a6,statsEntry,true,true,2026-03-12 06:05:44,2026-03-12 06:05:44,101588,2032,,1,umb://document/83b7815962f3443391b77b6fae3d51bd,
