id,key,udi,name,contentTypeAlias,published,hasPublishedVersion,createDate,updateDate,parentId,sortOrder,urls,isPlay,media,uID
123176,26c02481-1877-43f2-a924-f911a5cbf005,umb://document/26c02481187743f2a924f911a5cbf005,0a65d7423ead4f8286211e405bc73cba,statsEntry,true,true,2026-05-13 10:48:32,2026-05-13 10:48:32,46714,198,,0,umb://document/ea74c706b2414a4d88a0d4f989224b4a,
123173,bdba5af8-b119-4da1-a720-e48f5e753d73,umb://document/bdba5af8b1194da1a720e48f5e753d73,a1e5a3e44f59435fb201fd5fadf727eb,statsEntry,true,true,2026-05-13 10:43:36,2026-05-13 10:43:36,46714,197,,0,umb://document/b9879251000d4285830b4278dc355080,
123050,dc7cd268-7379-4817-92fe-10a2e27be424,umb://document/dc7cd2687379481792fe10a2e27be424,f533ccdc19484464aa8ef207852d3bbe,statsEntry,true,true,2026-05-08 14:26:55,2026-05-08 14:26:55,46714,196,,0,umb://document/a50d68b7057a46fa9815a5085129f3ab,
123047,17276a05-aec5-4f18-b782-a27011ad7384,umb://document/17276a05aec54f18b782a27011ad7384,07a356c05d4e4bbfa182739c02c908cb,statsEntry,true,true,2026-05-08 13:17:48,2026-05-08 13:17:48,46714,195,,0,umb://document/0c8cc67670f7499e9fdaeec9d0cf24bb,
122725,64c8cbba-09ae-4456-87c7-0ddea79b80ff,umb://document/64c8cbba09ae445687c70ddea79b80ff,4e4eb0d52aaa4bfb97e7e36678dc1e7c,statsEntry,true,true,2026-04-28 12:45:09,2026-04-28 12:45:09,46714,194,,0,umb://document/80bf7557e9fc4f028fb90b97fddd65bb,
122710,bfa98bf9-b04f-4d37-bc73-ee3d94667fb9,umb://document/bfa98bf9b04f4d37bc73ee3d94667fb9,38765630084f4f8db6693bec3b405444,statsEntry,true,true,2026-04-28 08:00:47,2026-04-28 08:00:47,46714,193,,0,umb://document/a50d68b7057a46fa9815a5085129f3ab,
122709,7e22dfad-34c6-4a19-b8e6-54c6dff0df86,umb://document/7e22dfad34c64a19b8e654c6dff0df86,e39d57a6c5d84e50bf5aed6692b82157,statsEntry,true,true,2026-04-28 08:00:37,2026-04-28 08:00:37,46714,192,,0,umb://document/a50d68b7057a46fa9815a5085129f3ab,
122706,2261863e-afcf-41ff-8e79-64d6dbe765bd,umb://document/2261863eafcf41ff8e7964d6dbe765bd,7df128637afe436baf621e51ac7498e2,statsEntry,true,true,2026-04-28 07:56:50,2026-04-28 07:56:50,46714,191,,0,umb://document/0c8cc67670f7499e9fdaeec9d0cf24bb,
122682,28ce008b-de34-4248-89d1-14d63ca195ef,umb://document/28ce008bde34424889d114d63ca195ef,7c79e0ca4c7244639021f24169a7058c,statsEntry,true,true,2026-04-27 17:14:18,2026-04-27 17:14:18,46714,190,,0,umb://document/0c8cc67670f7499e9fdaeec9d0cf24bb,
120725,6a0e2116-5e18-4296-b8a6-f0ab688af6be,umb://document/6a0e21165e184296b8a6f0ab688af6be,76992d9e5c51418da90a7ebeeffd3ea4,statsEntry,true,true,2026-04-05 02:49:08,2026-04-05 02:49:08,46714,189,,0,umb://document/b9879251000d4285830b4278dc355080,
120631,6e70af6b-c9e4-48eb-a61e-80a89da42e3d,umb://document/6e70af6bc9e448eba61e80a89da42e3d,48e07b6ea4824bf3a05034400da83b20,statsEntry,true,true,2026-04-03 21:59:48,2026-04-03 21:59:48,46714,188,,0,umb://document/80bf7557e9fc4f028fb90b97fddd65bb,
